Timestep,Reward
0,-0.04850646539755399
1,0.02306823216950815
2,0.35516351294370296
3,0.7293435696822997
4,1.0297408531717855
5,1.2351661739443167
6,1.3583557683729885
7,1.4272534851241387
8,1.4638204416173188
9,1.257893286682974
10,1.2671703467855466
11,-0.19500484148258534
12,-0.5046389852519906
13,-0.9544766705010324
14,-0.8016793915963016
15,-0.11133537658968473
16,-0.21338142930253867
17,0.4252194297424817
18,0.7062724466633991
19,0.9200449814519465
20,0.9837195352847702
21,0.9937809717489429
22,1.0958459557707754
23,1.231126446500023
24,1.3358461999753053
25,1.4082912301264825
26,1.4512888085315654
27,1.4751137415307807
28,1.4876634802730488
29,1.4777064974221872
30,1.3567330463053793
31,0.10068168641068898
32,-0.50047239461817
33,-0.6247720054996462
34,-0.49151370698131625
35,-1.213704063138334
36,-0.8388283665856795
37,-0.5024585632014231
38,-0.237666833404359
39,0.3071999884835972
40,-0.35654667288279085
41,-0.8840175944295194
42,0.8635814905369282
43,1.0093994789596683
44,0.6969915570156047
45,0.6384263739085149
46,0.7014471540366765
47,0.82930676465681
48,0.9625164294895393
49,1.0574083926934905
50,1.1894914470738696
51,-0.5990992938624782
52,0.49010156874518085
53,0.778887152590795
54,0.5404130271597676
55,0.5766817101684307
56,0.6310786893554587
57,0.7023269435923702
58,0.7721965155747105
59,0.8306665105050902
60,0.9538969680347479
61,-0.5294910298895259
62,-0.7317485052425137
63,0.5518592378654075
64,0.4549025254294108
65,0.2946607432478211
66,0.3263407800237522
67,0.6093466027401865
68,0.8320486619869902
69,0.9624274312783767
70,0.9898714195479345
71,0.9937101119385133
72,-0.313495813052705
73,1.2859365467989061
74,0.9238599991471178
75,0.8397122539654326
76,0.856501061264891
77,1.0254602754491615
78,0.6684657175940156
79,1.1284392343335954
80,1.1120960324195632
81,1.356302493483192
82,0.812663273355688
